"Disease","County","Year","Sex","Cases","Population","Rate","Lower 95% CI","Upper 95% CI","Annotation Code"
Early Syphilis,San Bernardino,2016,Total,318,2132121,14.9,13.3,16.6,
Early Syphilis,San Bernardino,2017,Female,98,1077896,9.1,7.4,11.1,
Early Syphilis,San Bernardino,2017,Male,387,1069395,36.2,32.7,40.0,
Early Syphilis,San Bernardino,2017,Total,485,2147291,22.6,20.6,24.7,
Early Syphilis,San Bernardino,2018,Female,143,1084300,13.2,11.1,15.5,
Early Syphilis,San Bernardino,2018,Male,437,1075736,40.6,36.9,44.6,
Early Syphilis,San Bernardino,2018,Total,580,2160036,26.9,24.7,29.1,
Early Syphilis,San Bernardino,2019,Female,220,1091367,20.2,17.6,23.0,
Early Syphilis,San Bernardino,2019,Male,630,1083070,58.2,53.7,62.9,
Early Syphilis,San Bernardino,2019,Total,850,2174437,39.1,36.5,41.8,
Early Syphilis,San Bernardino,2020,Female,181,1095400,16.5,14.2,19.1,
Early Syphilis,San Bernardino,2020,Male,521,1086583,47.9,43.9,52.2,
Early Syphilis,San Bernardino,2020,Total,702,2181983,32.2,29.8,34.6,
Early Syphilis,San Diego,2001,Female,14,1428113,1.0,0.5,1.6,
Early Syphilis,San Diego,2001,Male,32,1441983,2.2,1.5,3.1,
Early Syphilis,San Diego,2001,Total,46,2870096,1.6,1.2,2.1,
Early Syphilis,San Diego,2002,Female,11,1448213,0.8,0.4,1.4,*
Early Syphilis,San Diego,2002,Male,61,1462232,4.2,3.2,5.4,
Early Syphilis,San Diego,2002,Total,72,2910445,2.5,1.9,3.1,
Early Syphilis,San Diego,2003,Female,6,1464994,0.4,0.2,0.9,*
Early Syphilis,San Diego,2003,Male,146,1478967,9.9,8.3,11.6,
Early Syphilis,San Diego,2003,Total,152,2943961,5.2,4.4,6.1,
Early Syphilis,San Diego,2004,Female,19,1475094,1.3,0.8,2.0,
Early Syphilis,San Diego,2004,Male,201,1488296,13.5,11.7,15.5,
Early Syphilis,San Diego,2004,Total,220,2963390,7.4,6.5,8.5,
Early Syphilis,San Diego,2005,Female,52,1478773,3.5,2.6,4.6,
Early Syphilis,San Diego,2005,Male,262,1491362,17.6,15.5,19.8,
Early Syphilis,San Diego,2005,Total,314,2970135,10.6,9.4,11.8,
Early Syphilis,San Diego,2006,Female,24,1484896,1.6,1.0,2.4,
Early Syphilis,San Diego,2006,Male,340,1497920,22.7,20.4,25.2,
Early Syphilis,San Diego,2006,Total,364,2982816,12.2,11.0,13.5,
Early Syphilis,San Diego,2007,Female,21,1500220,1.4,0.9,2.1,
Early Syphilis,San Diego,2007,Male,494,1513945,32.6,29.8,35.6,
Early Syphilis,San Diego,2007,Total,515,3014165,17.1,15.6,18.6,
Early Syphilis,San Diego,2008,Female,26,1518655,1.7,1.1,2.5,
Early Syphilis,San Diego,2008,Male,493,1532607,32.2,29.4,35.1,
Early Syphilis,San Diego,2008,Total,519,3051262,17.0,15.6,18.5,
Early Syphilis,San Diego,2009,Female,23,1531512,1.5,1.0,2.3,
Early Syphilis,San Diego,2009,Male,376,1546121,24.3,21.9,26.9,
Early Syphilis,San Diego,2009,Total,399,3077633,13.0,11.7,14.3,
Early Syphilis,San Diego,2010,Female,9,1544851,0.6,0.3,1.1,*
Early Syphilis,San Diego,2010,Male,443,1558660,28.4,25.8,31.2,
Early Syphilis,San Diego,2010,Total,456,3103511,14.7,13.4,16.1,
Early Syphilis,San Diego,2011,Female,18,1559895,1.2,0.7,1.8,
Early Syphilis,San Diego,2011,Male,435,1575545,27.6,25.1,30.3,
Early Syphilis,San Diego,2011,Total,454,3135440,14.5,13.2,15.9,
Early Syphilis,San Diego,2012,Female,23,1575714,1.5,0.9,2.2,
Early Syphilis,San Diego,2012,Male,554,1593386,34.8,31.9,37.8,
Early Syphilis,San Diego,2012,Total,578,3169100,18.2,16.8,19.8,
Early Syphilis,San Diego,2013,Female,24,1589286,1.5,1.0,2.2,
Early Syphilis,San Diego,2013,Male,571,1607983,35.5,32.7,38.5,
Early Syphilis,San Diego,2013,Total,596,3197269,18.6,17.2,20.2,
Early Syphilis,San Diego,2014,Female,36,1603158,2.2,1.6,3.1,
Early Syphilis,San Diego,2014,Male,646,1625330,39.7,36.7,42.9,
Early Syphilis,San Diego,2014,Total,682,3228488,21.1,19.6,22.8,
Early Syphilis,San Diego,2015,Female,35,1612055,2.2,1.5,3.0,
Early Syphilis,San Diego,2015,Male,808,1636316,49.4,46.0,52.9,
Early Syphilis,San Diego,2015,Total,843,3248371,26.0,24.2,27.8,
Early Syphilis,San Diego,2016,Female,50,1618914,3.1,2.3,4.1,
Early Syphilis,San Diego,2016,Male,943,1644603,57.3,53.7,61.1,
Early Syphilis,San Diego,2016,Total,993,3263517,30.4,28.6,32.4,
Early Syphilis,San Diego,2017,Female,55,1624886,3.4,2.6,4.4,
Early Syphilis,San Diego,2017,Male,1084,1651227,65.6,61.8,69.7,
Early Syphilis,San Diego,2017,Total,1139,3276113,34.8,32.8,36.8,
Early Syphilis,San Diego,2018,Female,81,1632328,5.0,3.9,6.2,
Early Syphilis,San Diego,2018,Male,1015,1661022,61.1,57.4,65.0,
Early Syphilis,San Diego,2018,Total,1096,3293350,33.3,31.3,35.3,
Early Syphilis,San Diego,2019,Female,106,1632827,6.5,5.3,7.9,
Early Syphilis,San Diego,2019,Male,1049,1661445,63.1,59.4,67.1,
Early Syphilis,San Diego,2019,Total,1155,3294272,35.1,33.1,37.1,
Early Syphilis,San Diego,2020,Female,135,1638162,8.2,6.9,9.8,
Early Syphilis,San Diego,2020,Male,979,1665574,58.8,55.2,62.6,
Early Syphilis,San Diego,2020,Total,1115,3303736,33.8,31.8,35.8,
Early Syphilis,San Francisco,2001,Female,6,384805,1.6,0.6,3.4,*
Early Syphilis,San Francisco,2001,Male,176,397418,44.3,38.0,51.3,
Early Syphilis,San Francisco,2001,Total,182,782223,23.3,20.0,26.9,
Early Syphilis,San Francisco,2002,Female,11,385350,2.9,1.4,5.1,*
Early Syphilis,San Francisco,2002,Male,477,397905,119.9,109.4,131.1,
Early Syphilis,San Francisco,2002,Total,490,783255,62.6,57.1,68.4,
Early Syphilis,San Francisco,2003,Female,9,384643,2.3,1.1,4.4,*
Early Syphilis,San Francisco,2003,Male,513,397227,129.1,118.2,140.8,
Early Syphilis,San Francisco,2003,Total,525,781870,67.1,61.5,73.1,
Early Syphilis,San Francisco,2004,Female,6,384174,1.6,0.6,3.4,*
Early Syphilis,San Francisco,2004,Male,532,396525,134.2,123.0,146.1,
Early Syphilis,San Francisco,2004,Total,542,780699,69.4,63.7,75.5,
Early Syphilis,San Francisco,2005,Female,13,383701,3.4,1.8,5.8,
Early Syphilis,San Francisco,2005,Male,407,395954,102.8,93.0,113.3,
Early Syphilis,San Francisco,2005,Total,420,779655,53.9,48.8,59.3,
Early Syphilis,San Francisco,2006,Female,4,385444,1.0,0.3,2.7,*
Early Syphilis,San Francisco,2006,Male,404,397484,101.6,92.0,112.0,
Early Syphilis,San Francisco,2006,Total,409,782928,52.2,47.3,57.6,
Early Syphilis,San Francisco,2007,Female,7,389778,1.8,0.7,3.7,*
Early Syphilis,San Francisco,2007,Male,341,401556,84.9,76.1,94.4,
Early Syphilis,San Francisco,2007,Total,351,791334,44.4,39.8,49.2,
Early Syphilis,San Francisco,2008,Female,17,393420,4.3,2.5,6.9,
Early Syphilis,San Francisco,2008,Male,514,405253,126.8,116.1,138.3,
Early Syphilis,San Francisco,2008,Total,532,798673,66.6,61.1,72.5,
Early Syphilis,San Francisco,2009,Female,8,394990,2.0,0.9,4.0,*
Early Syphilis,San Francisco,2009,Male,509,406809,125.1,114.5,136.5,
Early Syphilis,San Francisco,2009,Total,518,801799,64.6,59.2,70.4,
Early Syphilis,San Francisco,2010,Female,21,399023,5.3,3.3,8.0,
Early Syphilis,San Francisco,2010,Male,618,410922,150.4,138.8,162.7,
Early Syphilis,San Francisco,2010,Total,642,809945,79.3,73.3,85.6,
Early Syphilis,San Francisco,2011,Female,24,403341,6.0,3.8,8.9,
Early Syphilis,San Francisco,2011,Male,639,415837,153.7,142.0,166.0,
Early Syphilis,San Francisco,2011,Total,667,819178,81.4,75.4,87.8,
Early Syphilis,San Francisco,2012,Female,34,409377,8.3,5.8,11.6,
Early Syphilis,San Francisco,2012,Male,821,422091,194.5,181.4,208.3,
Early Syphilis,San Francisco,2012,Total,858,831468,103.2,96.4,110.3,
Early Syphilis,San Francisco,2013,Female,27,413707,6.5,4.3,9.5,
Early Syphilis,San Francisco,2013,Male,971,426604,227.6,213.5,242.4,
Early Syphilis,San Francisco,2013,Total,1005,840311,119.6,112.3,127.2,
Early Syphilis,San Francisco,2014,Female,20,417759,4.8,2.9,7.4,
Early Syphilis,San Francisco,2014,Male,1089,430715,252.8,238.1,268.3,
Early Syphilis,San Francisco,2014,Total,1110,848474,130.8,123.2,138.7,
Early Syphilis,San Francisco,2015,Female,40,422068,9.5,6.8,12.9,
Early Syphilis,San Francisco,2015,Male,1186,434969,272.7,257.4,288.6,
Early Syphilis,San Francisco,2015,Total,1233,857037,143.9,136.0,152.1,
Early Syphilis,San Francisco,2016,Female,40,425125,9.4,6.7,12.8,
Early Syphilis,San Francisco,2016,Male,1097,438421,250.2,235.6,265.5,
Early Syphilis,San Francisco,2016,Total,1142,863546,132.2,124.7,140.1,
Early Syphilis,San Francisco,2017,Female,43,427905,10.0,7.3,13.5,
Early Syphilis,San Francisco,2017,Male,1372,440974,311.1,294.9,328.0,
Early Syphilis,San Francisco,2017,Total,1423,868879,163.8,155.4,172.5,
Early Syphilis,San Francisco,2018,Female,84,429804,19.5,15.6,24.2,
Early Syphilis,San Francisco,2018,Male,1300,442534,293.8,278.0,310.2,
Early Syphilis,San Francisco,2018,Total,1392,872338,159.6,151.3,168.2,
Early Syphilis,San Francisco,2019,Female,110,430022,25.6,21.0,30.8,
Early Syphilis,San Francisco,2019,Male,1374,442183,310.7,294.5,327.6,
Early Syphilis,San Francisco,2019,Total,1494,872205,171.3,162.7,180.2,
Early Syphilis,San Francisco,2020,Female,94,429736,21.9,17.7,26.8,
Early Syphilis,San Francisco,2020,Male,1023,441249,231.8,217.9,246.5,
Early Syphilis,San Francisco,2020,Total,1126,870985,129.3,121.8,137.1,
Early Syphilis,San Joaquin,2001,Female,3,295041,1.0,0.2,3.0,*
Early Syphilis,San Joaquin,2001,Male,5,293540,1.7,0.6,4.0,*
Early Syphilis,San Joaquin,2001,Total,8,588581,1.4,0.6,2.7,*
Early Syphilis,San Joaquin,2002,Female,7,302553,2.3,0.9,4.8,*
Early Syphilis,San Joaquin,2002,Male,11,300991,3.7,1.8,6.5,*
Early Syphilis,San Joaquin,2002,Total,18,603544,3.0,1.8,4.7,
Early Syphilis,San Joaquin,2003,Female,5,311549,1.6,0.5,3.7,*
Early Syphilis,San Joaquin,2003,Male,4,309559,1.3,0.4,3.3,*
Early Syphilis,San Joaquin,2003,Total,9,621108,1.4,0.7,2.8,*
Early Syphilis,San Joaquin,2004,Female,1,320359,0.3,0.0,1.7,*
Early Syphilis,San Joaquin,2004,Male,14,318163,4.4,2.4,7.4,
Early Syphilis,San Joaquin,2004,Total,15,638522,2.3,1.3,3.9,
Early Syphilis,San Joaquin,2005,Female,2,326957,0.6,0.1,2.2,*
Early Syphilis,San Joaquin,2005,Male,7,324668,2.2,0.9,4.4,*
Early Syphilis,San Joaquin,2005,Total,9,651625,1.4,0.6,2.6,*
Early Syphilis,San Joaquin,2006,Female,3,331622,0.9,0.2,2.6,*
Early Syphilis,San Joaquin,2006,Male,11,329263,3.3,1.7,6.0,*
Early Syphilis,San Joaquin,2006,Total,14,660885,2.1,1.2,3.6,
Early Syphilis,San Joaquin,2007,Female,1,336128,0.3,0.0,1.7,*
Early Syphilis,San Joaquin,2007,Male,15,333609,4.5,2.5,7.4,
Early Syphilis,San Joaquin,2007,Total,16,669737,2.4,1.4,3.9,
Early Syphilis,San Joaquin,2008,Female,3,338923,0.9,0.2,2.6,*
Early Syphilis,San Joaquin,2008,Male,18,336325,5.4,3.2,8.5,
Early Syphilis,San Joaquin,2008,Total,21,675248,3.1,1.9,4.8,
Early Syphilis,San Joaquin,2009,Female,1,341446,0.3,0.0,1.6,*
Early Syphilis,San Joaquin,2009,Male,33,338975,9.7,6.7,13.7,
Early Syphilis,San Joaquin,2009,Total,34,680421,5.0,3.5,7.0,
Early Syphilis,San Joaquin,2010,Female,12,345508,3.5,1.8,6.1,
Early Syphilis,San Joaquin,2010,Male,32,343077,9.3,6.4,13.2,
Early Syphilis,San Joaquin,2010,Total,44,688585,6.4,4.6,8.6,
Early Syphilis,San Joaquin,2011,Female,7,348944,2.0,0.8,4.1,*
Early Syphilis,San Joaquin,2011,Male,49,346805,14.1,10.5,18.7,
Early Syphilis,San Joaquin,2011,Total,56,695749,8.0,6.1,10.5,
Early Syphilis,San Joaquin,2012,Female,12,352096,3.4,1.8,6.0,
Early Syphilis,San Joaquin,2012,Male,83,349895,23.7,18.9,29.4,
Early Syphilis,San Joaquin,2012,Total,96,701991,13.7,11.1,16.7,
Early Syphilis,San Joaquin,2013,Female,15,354368,4.2,2.4,7.0,
Early Syphilis,San Joaquin,2013,Male,88,353184,24.9,20.0,30.7,
Early Syphilis,San Joaquin,2013,Total,103,707552,14.6,11.9,17.7,
Early Syphilis,San Joaquin,2014,Female,28,359574,7.8,5.2,11.3,
Early Syphilis,San Joaquin,2014,Male,92,358924,25.6,20.7,31.4,
Early Syphilis,San Joaquin,2014,Total,120,718498,16.7,13.8,20.0,
Early Syphilis,San Joaquin,2015,Female,59,364892,16.2,12.3,20.9,
Early Syphilis,San Joaquin,2015,Male,139,364519,38.1,32.1,45.0,
Early Syphilis,San Joaquin,2015,Total,198,729411,27.1,23.5,31.2,
Early Syphilis,San Joaquin,2016,Female,150,369848,40.6,34.3,47.6,
Early Syphilis,San Joaquin,2016,Male,280,369966,75.7,67.1,85.1,
Early Syphilis,San Joaquin,2016,Total,430,739814,58.1,52.8,63.9,
Early Syphilis,San Joaquin,2017,Female,303,374960,80.8,72.0,90.4,
Early Syphilis,San Joaquin,2017,Male,383,375346,102.0,92.1,112.8,
Early Syphilis,San Joaquin,2017,Total,686,750306,91.4,84.7,98.5,
Early Syphilis,San Joaquin,2018,Female,293,379607,77.2,68.6,86.5,
Early Syphilis,San Joaquin,2018,Male,318,380146,83.7,74.7,93.4,
Early Syphilis,San Joaquin,2018,Total,611,759753,80.4,74.2,87.1,
Early Syphilis,San Joaquin,2019,Female,224,385098,58.2,50.8,66.3,
Early Syphilis,San Joaquin,2019,Male,219,385985,56.7,49.5,64.8,
Early Syphilis,San Joaquin,2019,Total,443,771083,57.5,52.2,63.1,
Early Syphilis,San Joaquin,2020,Female,125,389955,32.1,26.7,38.2,
Early Syphilis,San Joaquin,2020,Male,202,390721,51.7,44.8,59.3,
Early Syphilis,San Joaquin,2020,Total,327,780676,41.9,37.5,46.7,
Early Syphilis,San Luis Obispo,2001,Female,0,122459,0.0,0.0,3.0,#
Early Syphilis,San Luis Obispo,2001,Male,0,129193,0.0,0.0,2.9,#
Early Syphilis,San Luis Obispo,2001,Total,0,251652,0.0,0.0,1.5,#
Early Syphilis,San Luis Obispo,2002,Female,0,123484,0.0,0.0,3.0,#
Early Syphilis,San Luis Obispo,2002,Male,1,130065,0.8,0.0,4.3,*
Early Syphilis,San Luis Obispo,2002,Total,1,253549,0.4,0.0,2.2,*
Early Syphilis,San Luis Obispo,2003,Female,0,124474,0.0,0.0,3.0,#
Early Syphilis,San Luis Obispo,2003,Male,3,131135,2.3,0.5,6.7,*
Early Syphilis,San Luis Obispo,2003,Total,3,255609,1.2,0.2,3.4,*
Early Syphilis,San Luis Obispo,2004,Female,0,125898,0.0,0.0,2.9,#
Early Syphilis,San Luis Obispo,2004,Male,4,132585,3.0,0.8,7.7,*
Early Syphilis,San Luis Obispo,2004,Total,4,258483,1.5,0.4,4.0,*
Early Syphilis,San Luis Obispo,2005,Female,0,126728,0.0,0.0,2.9,#
Early Syphilis,San Luis Obispo,2005,Male,2,133215,1.5,0.2,5.4,*
Early Syphilis,San Luis Obispo,2005,Total,2,259943,0.8,0.1,2.8,*
Early Syphilis,San Luis Obispo,2006,Female,0,127659,0.0,0.0,2.9,#
Early Syphilis,San Luis Obispo,2006,Male,4,134144,3.0,0.8,7.6,*
Early Syphilis,San Luis Obispo,2006,Total,4,261803,1.5,0.4,3.9,*
Early Syphilis,San Luis Obispo,2007,Female,1,128800,0.8,0.0,4.3,*
Early Syphilis,San Luis Obispo,2007,Male,4,135362,3.0,0.8,7.6,*
Early Syphilis,San Luis Obispo,2007,Total,5,264162,1.9,0.6,4.4,*
Early Syphilis,San Luis Obispo,2008,Female,1,130093,0.8,0.0,4.3,*
Early Syphilis,San Luis Obispo,2008,Male,22,136757,16.1,10.1,24.4,
Early Syphilis,San Luis Obispo,2008,Total,23,266850,8.6,5.5,12.9,
Early Syphilis,San Luis Obispo,2009,Female,0,130832,0.0,0.0,2.8,#
Early Syphilis,San Luis Obispo,2009,Male,2,137392,1.5,0.2,5.3,*
Early Syphilis,San Luis Obispo,2009,Total,2,268224,0.7,0.1,2.7,*
Early Syphilis,San Luis Obispo,2010,Female,0,131569,0.0,0.0,2.8,#
Early Syphilis,San Luis Obispo,2010,Male,0,138035,0.0,0.0,2.7,#
Early Syphilis,San Luis Obispo,2010,Total,0,269604,0.0,0.0,1.4,#
Early Syphilis,San Luis Obispo,2011,Female,0,132389,0.0,0.0,2.8,#
Early Syphilis,San Luis Obispo,2011,Male,2,139304,1.4,0.2,5.2,*
Early Syphilis,San Luis Obispo,2011,Total,2,271693,0.7,0.1,2.7,*
Early Syphilis,San Luis Obispo,2012,Female,1,133892,0.7,0.0,4.2,*
Early Syphilis,San Luis Obispo,2012,Male,12,140805,8.5,4.4,14.9,
Early Syphilis,San Luis Obispo,2012,Total,13,274697,4.7,2.5,8.1,
Early Syphilis,San Luis Obispo,2013,Female,2,134656,1.5,0.2,5.4,*
Early Syphilis,San Luis Obispo,2013,Male,6,141362,4.2,1.6,9.2,*
Early Syphilis,San Luis Obispo,2013,Total,8,276018,2.9,1.3,5.7,*
Early Syphilis,San Luis Obispo,2014,Female,1,136030,0.7,0.0,4.1,*
Early Syphilis,San Luis Obispo,2014,Male,7,142857,4.9,2.0,10.1,*
Early Syphilis,San Luis Obispo,2014,Total,8,278887,2.9,1.2,5.7,*
Early Syphilis,San Luis Obispo,2015,Female,2,136532,1.5,0.2,5.3,*
Early Syphilis,San Luis Obispo,2015,Male,18,143268,12.6,7.4,19.9,
Early Syphilis,San Luis Obispo,2015,Total,20,279800,7.1,4.4,11.0,
Early Syphilis,San Luis Obispo,2016,Female,3,137183,2.2,0.5,6.4,*
Early Syphilis,San Luis Obispo,2016,Male,20,144498,13.8,8.5,21.4,
Early Syphilis,San Luis Obispo,2016,Total,23,281681,8.2,5.2,12.3,
Early Syphilis,San Luis Obispo,2017,Female,2,137413,1.5,0.2,5.3,*
Early Syphilis,San Luis Obispo,2017,Male,20,144690,13.8,8.4,21.3,
Early Syphilis,San Luis Obispo,2017,Total,22,282103,7.8,4.9,11.8,
Early Syphilis,San Luis Obispo,2018,Female,3,137652,2.2,0.4,6.4,*
Early Syphilis,San Luis Obispo,2018,Male,26,145300,17.9,11.7,26.2,
Early Syphilis,San Luis Obispo,2018,Total,29,282952,10.2,6.9,14.7,
Early Syphilis,San Luis Obispo,2019,Female,10,137442,7.3,3.5,13.4,*
Early Syphilis,San Luis Obispo,2019,Male,27,145175,18.6,12.3,27.1,
Early Syphilis,San Luis Obispo,2019,Total,37,282617,13.1,9.2,18.0,
Early Syphilis,San Luis Obispo,2020,Female,2,137666,1.5,0.2,5.2,*
Early Syphilis,San Luis Obispo,2020,Male,16,145330,11.0,6.3,17.9,
Early Syphilis,San Luis Obispo,2020,Total,18,282996,6.4,3.8,10.1,
Early Syphilis,San Mateo,2001,Female,0,359709,0.0,0.0,1.0,#
Early Syphilis,San Mateo,2001,Male,10,347751,2.9,1.4,5.3,*
Early Syphilis,San Mateo,2001,Total,10,707460,1.4,0.7,2.6,*
Early Syphilis,San Mateo,2002,Female,1,358384,0.3,0.0,1.6,*
Early Syphilis,San Mateo,2002,Male,21,346513,6.1,3.8,9.3,
Early Syphilis,San Mateo,2002,Total,22,704897,3.1,2.0,4.7,
Early Syphilis,San Mateo,2003,Female,1,357397,0.3,0.0,1.6,*
Early Syphilis,San Mateo,2003,Male,21,345665,6.1,3.8,9.3,
Early Syphilis,San Mateo,2003,Total,22,703062,3.1,2.0,4.7,
Early Syphilis,San Mateo,2004,Female,1,356547,0.3,0.0,1.6,*
Early Syphilis,San Mateo,2004,Male,16,344854,4.6,2.7,7.5,
Early Syphilis,San Mateo,2004,Total,17,701401,2.4,1.4,3.9,
Early Syphilis,San Mateo,2005,Female,1,355457,0.3,0.0,1.6,*
Early Syphilis,San Mateo,2005,Male,16,343820,4.7,2.7,7.6,
Early Syphilis,San Mateo,2005,Total,17,699277,2.4,1.4,3.9,
Early Syphilis,San Mateo,2006,Female,3,355530,0.8,0.2,2.5,*
Early Syphilis,San Mateo,2006,Male,38,343868,11.1,7.8,15.2,
Early Syphilis,San Mateo,2006,Total,41,699398,5.9,4.2,8.0,
Early Syphilis,San Mateo,2007,Female,7,357982,2.0,0.8,4.0,*
Early Syphilis,San Mateo,2007,Male,28,346290,8.1,5.4,11.7,
Early Syphilis,San Mateo,2007,Total,35,704272,5.0,3.5,6.9,
Early Syphilis,San Mateo,2008,Female,3,361593,0.8,0.2,2.4,*
Early Syphilis,San Mateo,2008,Male,31,349781,8.9,6.0,12.6,
Early Syphilis,San Mateo,2008,Total,34,711374,4.8,3.3,6.7,
Early Syphilis,San Mateo,2009,Female,0,363936,0.0,0.0,1.0,#
Early Syphilis,San Mateo,2009,Male,26,352328,7.4,4.8,10.8,
Early Syphilis,San Mateo,2009,Total,26,716264,3.6,2.4,5.3,
Early Syphilis,San Mateo,2010,Female,0,366519,0.0,0.0,1.0,#
Early Syphilis,San Mateo,2010,Male,34,354650,9.6,6.6,13.4,
Early Syphilis,San Mateo,2010,Total,34,721169,4.7,3.3,6.6,
Early Syphilis,San Mateo,2011,Female,6,370435,1.6,0.6,3.5,*
Early Syphilis,San Mateo,2011,Male,39,359134,10.9,7.7,14.8,
Early Syphilis,San Mateo,2011,Total,45,729569,6.2,4.5,8.3,
Early Syphilis,San Mateo,2012,Female,1,375833,0.3,0.0,1.5,*
Early Syphilis,San Mateo,2012,Male,63,364971,17.3,13.3,22.1,
Early Syphilis,San Mateo,2012,Total,65,740804,8.8,6.8,11.2,
Early Syphilis,San Mateo,2013,Female,1,379360,0.3,0.0,1.5,*
Early Syphilis,San Mateo,2013,Male,79,368881,21.4,17.0,26.7,
Early Syphilis,San Mateo,2013,Total,80,748241,10.7,8.5,13.3,
Early Syphilis,San Mateo,2014,Female,2,382463,0.5,0.1,1.9,*
Early Syphilis,San Mateo,2014,Male,74,372553,19.9,15.6,24.9,
Early Syphilis,San Mateo,2014,Total,76,755016,10.1,7.9,12.6,
Early Syphilis,San Mateo,2015,Female,7,385517,1.8,0.7,3.7,*
Early Syphilis,San Mateo,2015,Male,90,375967,23.9,19.3,29.4,
Early Syphilis,San Mateo,2015,Total,97,761484,12.7,10.3,15.5,
Early Syphilis,San Mateo,2016,Female,6,386754,1.6,0.6,3.4,*
Early Syphilis,San Mateo,2016,Male,107,377316,28.4,23.2,34.3,
Early Syphilis,San Mateo,2016,Total,113,764070,14.8,12.2,17.8,
Early Syphilis,San Mateo,2017,Female,7,387346,1.8,0.7,3.7,*
Early Syphilis,San Mateo,2017,Male,117,378255,30.9,25.6,37.1,
Early Syphilis,San Mateo,2017,Total,124,765601,16.2,13.5,19.3,
Early Syphilis,San Mateo,2018,Female,7,387790,1.8,0.7,3.7,*
Early Syphilis,San Mateo,2018,Male,143,378921,37.7,31.8,44.5,
Early Syphilis,San Mateo,2018,Total,150,766711,19.6,16.6,23.0,
Early Syphilis,San Mateo,2019,Female,17,387565,4.4,2.6,7.0,
Early Syphilis,San Mateo,2019,Male,167,378747,44.1,37.7,51.3,
Early Syphilis,San Mateo,2019,Total,184,766312,24.0,20.7,27.7,
Early Syphilis,San Mateo,2020,Female,26,386206,6.7,4.4,9.9,
Early Syphilis,San Mateo,2020,Male,179,377291,47.4,40.7,54.9,
Early Syphilis,San Mateo,2020,Total,205,763497,26.9,23.3,30.8,
Early Syphilis,Santa Barbara,2001,Female,0,201546,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2001,Male,3,201896,1.5,0.3,4.3,*
Early Syphilis,Santa Barbara,2001,Total,3,403442,0.7,0.2,2.2,*
Early Syphilis,Santa Barbara,2002,Female,0,202843,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2002,Male,2,203289,1.0,0.1,3.6,*
Early Syphilis,Santa Barbara,2002,Total,2,406132,0.5,0.1,1.8,*
Early Syphilis,Santa Barbara,2003,Female,0,204367,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2003,Male,2,205145,1.0,0.1,3.5,*
Early Syphilis,Santa Barbara,2003,Total,2,409512,0.5,0.1,1.8,*
Early Syphilis,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2004,Male,2,206080,1.0,0.1,3.5,*
Early Syphilis,Santa Barbara,2004,Total,2,411190,0.5,0.1,1.8,*
Early Syphilis,Santa Barbara,2005,Female,0,205279,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2005,Male,3,206404,1.5,0.3,4.2,*
Early Syphilis,Santa Barbara,2005,Total,3,411683,0.7,0.2,2.1,*
Early Syphilis,Santa Barbara,2006,Female,0,205752,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2006,Male,4,207101,1.9,0.5,4.9,*
Early Syphilis,Santa Barbara,2006,Total,4,412853,1.0,0.3,2.5,*
Early Syphilis,Santa Barbara,2007,Female,0,207530,0.0,0.0,1.8,#
Early Syphilis,Santa Barbara,2007,Male,10,209118,4.8,2.3,8.8,*
Early Syphilis,Santa Barbara,2007,Total,10,416648,2.4,1.2,4.4,*
Early Syphilis,Santa Barbara,2008,Female,1,209105,0.5,0.0,2.7,*
Early Syphilis,Santa Barbara,2008,Male,20,210865,9.5,5.8,14.6,
Early Syphilis,Santa Barbara,2008,Total,21,419970,5.0,3.1,7.6,
Early Syphilis,Santa Barbara,2009,Female,1,210296,0.5,0.0,2.6,*
Early Syphilis,Santa Barbara,2009,Male,10,212127,4.7,2.3,8.7,*
Early Syphilis,Santa Barbara,2009,Total,11,422423,2.6,1.3,4.7,*
Early Syphilis,Santa Barbara,2010,Female,0,211087,0.0,0.0,1.7,#
Early Syphilis,Santa Barbara,2010,Male,5,212958,2.3,0.8,5.5,*
Early Syphilis,Santa Barbara,2010,Total,5,424045,1.2,0.4,2.8,*
Early Syphilis,Santa Barbara,2011,Female,0,211675,0.0,0.0,1.7,#
Early Syphilis,Santa Barbara,2011,Male,4,213996,1.9,0.5,4.8,*
Early Syphilis,Santa Barbara,2011,Total,4,425671,0.9,0.3,2.4,*
Early Syphilis,Santa Barbara,2012,Female,0,213709,0.0,0.0,1.7,#
Early Syphilis,Santa Barbara,2012,Male,10,216523,4.6,2.2,8.5,*
Early Syphilis,Santa Barbara,2012,Total,10,430232,2.3,1.1,4.3,*
Early Syphilis,Santa Barbara,2013,Female,0,215426,0.0,0.0,1.7,#
Early Syphilis,Santa Barbara,2013,Male,25,218995,11.4,7.4,16.9,
Early Syphilis,Santa Barbara,2013,Total,25,434421,5.8,3.7,8.5,
Early Syphilis,Santa Barbara,2014,Female,3,217228,1.4,0.3,4.0,*
