"Disease","County","Year","Sex","Cases","Population","Rate","Lower 95% CI","Upper 95% CI","Annotation Code"
Chlamydia,California,2001,Female,75941,17339700,438.0,434.9,441.1,
Chlamydia,California,2001,Male,24885,17173042,144.9,143.1,146.7,
Chlamydia,California,2001,Total,101590,34512742,294.4,292.6,296.2,
Chlamydia,California,2002,Female,81583,17554666,464.7,461.6,467.9,
Chlamydia,California,2002,Male,28521,17383624,164.1,162.2,166.0,
Chlamydia,California,2002,Total,110759,34938290,317.0,315.2,318.9,
Chlamydia,California,2003,Female,85153,17782868,478.8,475.6,482.1,
Chlamydia,California,2003,Male,31007,17606060,176.1,174.2,178.1,
Chlamydia,California,2003,Total,116385,35388928,328.9,327.0,330.8,
Chlamydia,California,2004,Female,89438,17968347,497.8,494.5,501.0,
Chlamydia,California,2004,Male,33652,17784418,189.2,187.2,191.3,
Chlamydia,California,2004,Total,123439,35752765,345.3,343.3,347.2,
Chlamydia,California,2005,Female,92362,18087299,510.6,507.4,513.9,
Chlamydia,California,2005,Male,36227,17898283,202.4,200.3,204.5,
Chlamydia,California,2005,Total,129177,35985582,359.0,357.0,360.9,
Chlamydia,California,2006,Female,97737,18219378,536.4,533.1,539.8,
Chlamydia,California,2006,Male,38105,18027444,211.4,209.3,213.5,
Chlamydia,California,2006,Total,136481,36246822,376.5,374.5,378.5,
Chlamydia,California,2007,Female,101893,18372905,554.6,551.2,558.0,
Chlamydia,California,2007,Male,40605,18179624,223.4,221.2,225.5,
Chlamydia,California,2007,Total,143014,36552529,391.3,389.2,393.3,
Chlamydia,California,2008,Female,104555,18525551,564.4,561.0,567.8,
Chlamydia,California,2008,Male,44163,18330671,240.9,238.7,243.2,
Chlamydia,California,2008,Total,149254,36856222,405.0,402.9,407.0,
Chlamydia,California,2009,Female,102007,18632980,547.5,544.1,550.8,
Chlamydia,California,2009,Male,45093,18444224,244.5,242.2,246.7,
Chlamydia,California,2009,Total,147604,37077204,398.1,396.1,400.1,
Chlamydia,California,2010,Female,106382,18781184,566.4,563.0,569.8,
Chlamydia,California,2010,Male,48372,18582184,260.3,258.0,262.6,
Chlamydia,California,2010,Total,155338,37363368,415.7,413.7,417.8,
Chlamydia,California,2011,Female,113118,18938400,597.3,593.8,600.8,
Chlamydia,California,2011,Male,50990,18765193,271.7,269.4,274.1,
Chlamydia,California,2011,Total,164589,37703593,436.5,434.4,438.6,
Chlamydia,California,2012,Female,115479,19110226,604.3,600.8,607.8,
Chlamydia,California,2012,Male,53670,18945559,283.3,280.9,285.7,
Chlamydia,California,2012,Total,169447,38055785,445.3,443.1,447.4,
Chlamydia,California,2013,Female,112750,19242306,585.9,582.5,589.4,
Chlamydia,California,2013,Male,54880,19100336,287.3,284.9,289.7,
Chlamydia,California,2013,Total,167847,38342642,437.8,435.7,439.9,
Chlamydia,California,2014,Female,114008,19383492,588.2,584.8,591.6,
Chlamydia,California,2014,Male,59985,19261310,311.4,308.9,313.9,
Chlamydia,California,2014,Total,174257,38644802,450.9,448.8,453.0,
Chlamydia,California,2015,Female,121743,19509584,624.0,620.5,627.5,
Chlamydia,California,2015,Male,67680,19403923,348.8,346.2,351.4,
Chlamydia,California,2015,Total,189726,38913507,487.6,485.4,489.8,
Chlamydia,California,2016,Female,123947,19610517,632.0,628.5,635.6,
Chlamydia,California,2016,Male,73678,19517338,377.5,374.8,380.2,
Chlamydia,California,2016,Total,198239,39127855,506.6,504.4,508.9,
Chlamydia,California,2017,Female,135166,19705966,685.9,682.3,689.6,
Chlamydia,California,2017,Male,83304,19622960,424.5,421.7,427.4,
Chlamydia,California,2017,Total,218949,39328926,556.7,554.4,559.0,
Chlamydia,California,2018,Female,142605,19773580,721.2,717.5,724.9,
Chlamydia,California,2018,Male,89295,19702484,453.2,450.3,456.2,
Chlamydia,California,2018,Total,232508,39476064,589.0,586.6,591.4,
Chlamydia,California,2019,Female,143932,19798757,727.0,723.2,730.7,
Chlamydia,California,2019,Male,92970,19730809,471.2,468.2,474.2,
Chlamydia,California,2019,Total,237441,39529566,600.7,598.3,603.1,
Chlamydia,California,2020,Female,108474,19810307,547.6,544.3,550.8,
Chlamydia,California,2020,Male,68228,19731479,345.8,343.2,348.4,
Chlamydia,California,2020,Total,177241,39541786,448.2,446.2,450.3,
Chlamydia,Alameda,2001,Female,3691,746596,494.4,478.6,510.5,
Chlamydia,Alameda,2001,Male,1126,718968,156.6,147.6,166.0,
Chlamydia,Alameda,2001,Total,4861,1465564,331.7,322.4,341.1,
Chlamydia,Alameda,2002,Female,3729,747987,498.5,482.7,514.8,
Chlamydia,Alameda,2002,Male,1126,720481,156.3,147.3,165.7,
Chlamydia,Alameda,2002,Total,4870,1468468,331.6,322.4,341.1,
Chlamydia,Alameda,2003,Female,3780,747441,505.7,489.8,522.1,
Chlamydia,Alameda,2003,Male,1143,719746,158.8,149.7,168.3,
Chlamydia,Alameda,2003,Total,4928,1467187,335.9,326.6,345.4,
Chlamydia,Alameda,2004,Female,3995,746723,535.0,518.6,551.8,
Chlamydia,Alameda,2004,Male,1247,718817,173.5,164.0,183.4,
Chlamydia,Alameda,2004,Total,5249,1465540,358.2,348.6,368.0,
Chlamydia,Alameda,2005,Female,3914,743878,526.2,509.8,542.9,
Chlamydia,Alameda,2005,Male,1288,716004,179.9,170.2,190.0,
Chlamydia,Alameda,2005,Total,5205,1459882,356.5,346.9,366.3,
Chlamydia,Alameda,2006,Female,4462,746458,597.8,580.4,615.5,
Chlamydia,Alameda,2006,Male,1560,718381,217.2,206.5,228.2,
Chlamydia,Alameda,2006,Total,6029,1464839,411.6,401.3,422.1,
Chlamydia,Alameda,2007,Female,5154,752302,685.1,666.6,704.0,
Chlamydia,Alameda,2007,Male,1929,724099,266.4,254.7,278.5,
Chlamydia,Alameda,2007,Total,7087,1476401,480.0,468.9,491.3,
Chlamydia,Alameda,2008,Female,4961,760122,652.7,634.7,671.0,
Chlamydia,Alameda,2008,Male,2004,731659,273.9,262.1,286.1,
Chlamydia,Alameda,2008,Total,6973,1491781,467.4,456.5,478.5,
Chlamydia,Alameda,2009,Female,4703,765745,614.2,596.8,631.9,
Chlamydia,Alameda,2009,Male,2081,738082,281.9,270.0,294.3,
Chlamydia,Alameda,2009,Total,6785,1503827,451.2,440.5,462.0,
Chlamydia,Alameda,2010,Female,4781,772587,618.8,601.5,636.6,
Chlamydia,Alameda,2010,Male,2247,744030,302.0,289.7,314.7,
Chlamydia,Alameda,2010,Total,7029,1516617,463.5,452.7,474.4,
Chlamydia,Alameda,2011,Female,4615,781661,590.4,573.5,607.6,
Chlamydia,Alameda,2011,Male,2053,754325,272.2,260.5,284.2,
Chlamydia,Alameda,2011,Total,6672,1535986,434.4,424.0,444.9,
Chlamydia,Alameda,2012,Female,4352,793934,548.2,532.0,564.6,
Chlamydia,Alameda,2012,Male,2156,766779,281.2,269.4,293.3,
Chlamydia,Alameda,2012,Total,6509,1560713,417.1,407.0,427.3,
Chlamydia,Alameda,2013,Female,4264,805240,529.5,513.8,545.6,
Chlamydia,Alameda,2013,Male,2191,778824,281.3,269.7,293.3,
Chlamydia,Alameda,2013,Total,6459,1584064,407.7,397.9,417.8,
Chlamydia,Alameda,2014,Female,4369,817470,534.5,518.8,550.5,
Chlamydia,Alameda,2014,Male,2637,791144,333.3,320.7,346.3,
Chlamydia,Alameda,2014,Total,7014,1608614,436.0,425.9,446.3,
Chlamydia,Alameda,2015,Female,4920,827755,594.4,577.9,611.2,
Chlamydia,Alameda,2015,Male,3134,802404,390.6,377.0,404.5,
Chlamydia,Alameda,2015,Total,8060,1630159,494.4,483.7,505.3,
Chlamydia,Alameda,2016,Female,4768,836118,570.3,554.2,586.6,
Chlamydia,Alameda,2016,Male,3389,811214,417.8,403.8,432.0,
Chlamydia,Alameda,2016,Total,8169,1647332,495.9,485.2,506.7,
Chlamydia,Alameda,2017,Female,5138,841928,610.3,593.7,627.1,
Chlamydia,Alameda,2017,Male,4004,817822,489.6,474.6,505.0,
Chlamydia,Alameda,2017,Total,9169,1659750,552.4,541.2,563.8,
Chlamydia,Alameda,2018,Female,5428,846800,641.0,624.1,658.2,
Chlamydia,Alameda,2018,Male,4231,822859,514.2,498.8,529.9,
Chlamydia,Alameda,2018,Total,9694,1669659,580.6,569.1,592.2,
Chlamydia,Alameda,2019,Female,5376,851410,631.4,614.7,648.5,
Chlamydia,Alameda,2019,Male,4267,827516,515.6,500.3,531.3,
Chlamydia,Alameda,2019,Total,9677,1678926,576.4,565.0,587.9,
Chlamydia,Alameda,2020,Female,4051,853022,474.9,460.4,489.7,
Chlamydia,Alameda,2020,Male,3097,828678,373.7,360.7,387.1,
Chlamydia,Alameda,2020,Total,7222,1681700,429.4,419.6,439.4,
Chlamydia,Alpine,2001,Female,0,589,0.0,0.0,624.3,#
Chlamydia,Alpine,2001,Male,0,648,0.0,0.0,567.7,#
Chlamydia,Alpine,2001,Total,1,1237,80.8,2.0,449.6,*
Chlamydia,Alpine,2002,Female,,594,,,,s
Chlamydia,Alpine,2002,Male,,654,,,,s
Chlamydia,Alpine,2002,Total,1,1248,80.1,2.0,445.6,*
Chlamydia,Alpine,2003,Female,,596,,,,s
Chlamydia,Alpine,2003,Male,,653,,,,s
Chlamydia,Alpine,2003,Total,3,1249,240.2,49.6,700.3,*
Chlamydia,Alpine,2004,Female,0,607,0.0,0.0,605.9,#
Chlamydia,Alpine,2004,Male,0,659,0.0,0.0,558.2,#
Chlamydia,Alpine,2004,Total,0,1266,0.0,0.0,291.0,#
Chlamydia,Alpine,2005,Female,0,580,0.0,0.0,634.0,#
Chlamydia,Alpine,2005,Male,0,628,0.0,0.0,585.7,#
Chlamydia,Alpine,2005,Total,0,1208,0.0,0.0,304.9,#
Chlamydia,Alpine,2006,Female,,605,,,,s
Chlamydia,Alpine,2006,Male,,650,,,,s
Chlamydia,Alpine,2006,Total,2,1255,159.4,19.3,574.5,*
Chlamydia,Alpine,2007,Female,0,599,0.0,0.0,613.9,#
Chlamydia,Alpine,2007,Male,0,649,0.0,0.0,566.8,#
Chlamydia,Alpine,2007,Total,0,1248,0.0,0.0,295.1,#
Chlamydia,Alpine,2008,Female,0,581,0.0,0.0,632.9,#
Chlamydia,Alpine,2008,Male,0,627,0.0,0.0,586.6,#
Chlamydia,Alpine,2008,Total,0,1208,0.0,0.0,304.9,#
Chlamydia,Alpine,2009,Female,,570,,,,s
Chlamydia,Alpine,2009,Male,,610,,,,s
Chlamydia,Alpine,2009,Total,2,1180,169.5,20.5,610.9,*
Chlamydia,Alpine,2010,Female,0,570,0.0,0.0,645.1,#
Chlamydia,Alpine,2010,Male,0,607,0.0,0.0,605.9,#
Chlamydia,Alpine,2010,Total,0,1177,0.0,0.0,312.9,#
Chlamydia,Alpine,2011,Female,,575,,,,s
Chlamydia,Alpine,2011,Male,,606,,,,s
Chlamydia,Alpine,2011,Total,1,1181,84.7,2.1,470.9,*
Chlamydia,Alpine,2012,Female,,575,,,,s
Chlamydia,Alpine,2012,Male,,611,,,,s
Chlamydia,Alpine,2012,Total,2,1186,168.6,20.4,607.8,*
Chlamydia,Alpine,2013,Female,,577,,,,s
Chlamydia,Alpine,2013,Male,,616,,,,s
Chlamydia,Alpine,2013,Total,2,1193,167.6,20.3,604.3,*
Chlamydia,Alpine,2014,Female,,583,,,,s
Chlamydia,Alpine,2014,Male,,616,,,,s
Chlamydia,Alpine,2014,Total,3,1199,250.2,51.6,729.5,*
Chlamydia,Alpine,2015,Female,,587,,,,s
Chlamydia,Alpine,2015,Male,,614,,,,s
Chlamydia,Alpine,2015,Total,1,1201,83.3,2.1,463.0,*
Chlamydia,Alpine,2016,Female,,591,,,,s
Chlamydia,Alpine,2016,Male,,616,,,,s
Chlamydia,Alpine,2016,Total,4,1207,331.4,90.4,846.3,*
Chlamydia,Alpine,2017,Female,,595,,,,s
Chlamydia,Alpine,2017,Male,,616,,,,s
Chlamydia,Alpine,2017,Total,9,1211,743.2,340.4,1406.1,*
Chlamydia,Alpine,2018,Female,,599,,,,s
Chlamydia,Alpine,2018,Male,,609,,,,s
Chlamydia,Alpine,2018,Total,12,1208,993.4,514.3,1728.8,
Chlamydia,Alpine,2019,Female,,594,,,,s
Chlamydia,Alpine,2019,Male,,611,,,,s
Chlamydia,Alpine,2019,Total,5,1205,414.9,134.9,965.6,*
Chlamydia,Alpine,2020,Female,,589,,,,s
Chlamydia,Alpine,2020,Male,,610,,,,s
Chlamydia,Alpine,2020,Total,2,1199,166.8,20.2,601.2,*
Chlamydia,Amador,2001,Female,,16101,,,,s
Chlamydia,Amador,2001,Male,,19683,,,,s
Chlamydia,Amador,2001,Total,15,35784,41.9,23.5,69.1,
Chlamydia,Amador,2002,Female,,16416,,,,s
Chlamydia,Amador,2002,Male,,20119,,,,s
Chlamydia,Amador,2002,Total,32,36535,87.6,59.9,123.6,
Chlamydia,Amador,2003,Female,,16572,,,,s
Chlamydia,Amador,2003,Male,,20204,,,,s
Chlamydia,Amador,2003,Total,31,36776,84.3,57.3,119.6,
Chlamydia,Amador,2004,Female,,16732,,,,s
Chlamydia,Amador,2004,Male,,20415,,,,s
Chlamydia,Amador,2004,Total,21,37147,56.5,35.0,86.4,
Chlamydia,Amador,2005,Female,24,16990,141.3,90.5,210.1,
Chlamydia,Amador,2005,Male,26,20732,125.4,81.9,183.7,
Chlamydia,Amador,2005,Total,50,37722,132.5,98.4,174.7,
Chlamydia,Amador,2006,Female,34,17119,198.6,137.6,277.4,
Chlamydia,Amador,2006,Male,27,20845,129.5,85.4,188.4,
Chlamydia,Amador,2006,Total,61,37964,160.7,122.9,206.4,
Chlamydia,Amador,2007,Female,48,17207,279.0,205.8,369.7,
Chlamydia,Amador,2007,Male,28,20878,134.1,89.1,193.8,
Chlamydia,Amador,2007,Total,76,38085,199.6,157.3,249.7,
Chlamydia,Amador,2008,Female,35,17163,203.9,142.1,283.5,
Chlamydia,Amador,2008,Male,35,20701,169.1,117.8,235.1,
Chlamydia,Amador,2008,Total,70,37864,184.9,144.1,233.5,
Chlamydia,Amador,2009,Female,35,17197,203.5,141.8,282.9,
Chlamydia,Amador,2009,Male,49,20708,236.6,175.1,312.7,
Chlamydia,Amador,2009,Total,84,37905,221.6,176.8,274.3,
Chlamydia,Amador,2010,Female,35,17194,203.6,141.8,283.0,
Chlamydia,Amador,2010,Male,36,20520,175.4,122.9,242.8,
Chlamydia,Amador,2010,Total,71,37714,188.3,147.1,237.4,
Chlamydia,Amador,2011,Female,38,17045,222.9,157.8,305.9,
Chlamydia,Amador,2011,Male,19,20077,94.6,57.0,147.7,
Chlamydia,Amador,2011,Total,57,37122,153.5,116.3,198.9,
Chlamydia,Amador,2012,Female,48,17180,279.4,206.1,370.3,
Chlamydia,Amador,2012,Male,18,19723,91.3,54.1,144.2,
Chlamydia,Amador,2012,Total,66,36903,178.8,138.3,227.5,
Chlamydia,Amador,2013,Female,49,17071,287.0,212.4,379.3,
Chlamydia,Amador,2013,Male,24,19490,123.1,78.9,183.2,
Chlamydia,Amador,2013,Total,73,36561,199.7,156.5,251.0,
Chlamydia,Amador,2014,Female,36,17204,209.3,146.6,289.6,
Chlamydia,Amador,2014,Male,19,19726,96.3,58.0,150.4,
Chlamydia,Amador,2014,Total,55,36930,148.9,112.2,193.8,
Chlamydia,Amador,2015,Female,51,17236,295.9,220.4,388.9,
Chlamydia,Amador,2015,Male,15,19669,76.3,42.7,125.8,
Chlamydia,Amador,2015,Total,66,36905,178.8,138.3,227.5,
Chlamydia,Amador,2016,Female,68,17553,387.4,301.0,490.9,
Chlamydia,Amador,2016,Male,27,20376,132.5,87.3,192.7,
Chlamydia,Amador,2016,Total,95,37929,250.5,202.7,306.1,
Chlamydia,Amador,2017,Female,53,17865,296.7,222.3,387.9,
Chlamydia,Amador,2017,Male,13,20684,62.9,33.5,107.5,
Chlamydia,Amador,2017,Total,66,38549,171.2,132.4,217.8,
Chlamydia,Amador,2018,Female,39,18219,214.1,152.3,292.5,
Chlamydia,Amador,2018,Male,21,21819,96.2,59.6,147.1,
Chlamydia,Amador,2018,Total,63,40038,157.4,120.9,201.3,
Chlamydia,Amador,2019,Female,44,18308,240.3,174.7,322.5,
Chlamydia,Amador,2019,Male,25,21971,113.8,73.7,167.9,
Chlamydia,Amador,2019,Total,70,40279,173.8,135.5,219.5,
Chlamydia,Amador,2020,Female,44,18432,238.7,173.5,320.3,
Chlamydia,Amador,2020,Male,11,22074,49.8,24.9,89.1,*
Chlamydia,Amador,2020,Total,55,40506,135.8,102.3,176.7,
Chlamydia,Butte,2001,Female,287,104697,274.1,243.4,307.7,
Chlamydia,Butte,2001,Male,92,101033,91.1,73.4,111.7,
Chlamydia,Butte,2001,Total,380,205730,184.7,166.6,204.2,
Chlamydia,Butte,2002,Female,312,105823,294.8,263.1,329.4,
Chlamydia,Butte,2002,Male,100,102331,97.7,79.5,118.8,
Chlamydia,Butte,2002,Total,412,208154,197.9,179.3,218.0,
Chlamydia,Butte,2003,Female,440,106998,411.2,373.8,451.4,
Chlamydia,Butte,2003,Male,138,103625,133.2,111.9,157.3,
Chlamydia,Butte,2003,Total,579,210623,274.9,253.0,298.2,
Chlamydia,Butte,2004,Female,506,107746,469.6,429.7,512.3,
Chlamydia,Butte,2004,Male,188,104466,180.0,155.2,207.6,
Chlamydia,Butte,2004,Total,698,212212,328.9,305.0,354.2,
Chlamydia,Butte,2005,Female,458,108417,422.4,384.7,462.9,
Chlamydia,Butte,2005,Male,173,105281,164.3,140.8,190.7,
Chlamydia,Butte,2005,Total,631,213698,295.3,272.7,319.2,
Chlamydia,Butte,2006,Female,520,109338,475.6,435.7,518.2,
Chlamydia,Butte,2006,Male,204,106346,191.8,166.4,220.0,
Chlamydia,Butte,2006,Total,724,215684,335.7,311.7,361.0,
Chlamydia,Butte,2007,Female,584,110027,530.8,488.7,575.5,
Chlamydia,Butte,2007,Male,204,107088,190.5,165.3,218.5,
Chlamydia,Butte,2007,Total,793,217115,365.2,340.3,391.5,
Chlamydia,Butte,2008,Female,439,110685,396.6,360.4,435.4,
Chlamydia,Butte,2008,Male,162,107800,150.3,128.0,175.3,
Chlamydia,Butte,2008,Total,601,218485,275.1,253.5,297.9,
Chlamydia,Butte,2009,Female,513,110967,462.3,423.2,504.0,
Chlamydia,Butte,2009,Male,215,108320,198.5,172.9,226.8,
Chlamydia,Butte,2009,Total,730,219287,332.9,309.2,357.9,
Chlamydia,Butte,2010,Female,547,111301,491.5,451.2,534.3,
Chlamydia,Butte,2010,Male,251,109318,229.6,202.1,259.8,
Chlamydia,Butte,2010,Total,802,220619,363.5,338.8,389.5,
Chlamydia,Butte,2011,Female,626,111847,559.7,516.8,605.2,
Chlamydia,Butte,2011,Male,254,110302,230.3,202.9,260.4,
Chlamydia,Butte,2011,Total,884,222149,397.9,372.2,425.0,
Chlamydia,Butte,2012,Female,603,112829,534.4,492.7,578.7,
Chlamydia,Butte,2012,Male,248,111487,222.4,195.6,251.9,
Chlamydia,Butte,2012,Total,851,224316,379.4,354.4,405.7,
Chlamydia,Butte,2013,Female,653,113377,576.0,532.7,621.7,
Chlamydia,Butte,2013,Male,273,112167,243.4,215.4,274.0,
Chlamydia,Butte,2013,Total,926,225544,410.6,384.6,437.8,
Chlamydia,Butte,2014,Female,752,114419,657.2,611.2,705.8,
Chlamydia,Butte,2014,Male,326,113411,287.5,257.1,320.4,
Chlamydia,Butte,2014,Total,1082,227830,474.9,447.1,504.0,
Chlamydia,Butte,2015,Female,764,115092,663.8,617.7,712.4,
Chlamydia,Butte,2015,Male,366,114267,320.3,288.4,354.8,
Chlamydia,Butte,2015,Total,1131,229359,493.1,464.9,522.6,
Chlamydia,Butte,2016,Female,894,115647,773.0,723.4,825.2,
Chlamydia,Butte,2016,Male,392,115034,340.8,307.9,376.2,
Chlamydia,Butte,2016,Total,1288,230681,558.3,528.3,589.6,
Chlamydia,Butte,2017,Female,830,116690,711.3,663.9,761.2,
Chlamydia,Butte,2017,Male,378,116390,324.8,292.9,359.2,
Chlamydia,Butte,2017,Total,1209,233080,518.7,489.9,548.7,
Chlamydia,Butte,2018,Female,898,117393,765.0,715.9,816.5,
Chlamydia,Butte,2018,Male,420,117234,358.3,324.9,394.1,
Chlamydia,Butte,2018,Total,1319,234627,562.2,532.3,593.3,
Chlamydia,Butte,2019,Female,925,113363,816.0,764.4,870.1,
Chlamydia,Butte,2019,Male,454,113351,400.5,364.6,439.0,
Chlamydia,Butte,2019,Total,1379,226714,608.3,576.7,641.1,
Chlamydia,Butte,2020,Female,752,105539,712.5,662.7,765.1,
Chlamydia,Butte,2020,Male,370,105677,350.1,315.4,387.6,
Chlamydia,Butte,2020,Total,1123,211216,531.7,501.1,563.6,
Chlamydia,Calaveras,2001,Female,,20794,,,,s
Chlamydia,Calaveras,2001,Male,,20634,,,,s
Chlamydia,Calaveras,2001,Total,26,41428,62.8,41.0,91.9,
Chlamydia,Calaveras,2002,Female,,21136,,,,s
Chlamydia,Calaveras,2002,Male,,20983,,,,s
Chlamydia,Calaveras,2002,Total,31,42119,73.6,50.0,104.5,
Chlamydia,Calaveras,2003,Female,,21655,,,,s
Chlamydia,Calaveras,2003,Male,,21531,,,,s
Chlamydia,Calaveras,2003,Total,34,43186,78.7,54.5,110.0,
Chlamydia,Calaveras,2004,Female,,22015,,,,s
Chlamydia,Calaveras,2004,Male,,21909,,,,s
Chlamydia,Calaveras,2004,Total,29,43924,66.0,44.2,94.8,
Chlamydia,Calaveras,2005,Female,,22427,,,,s
Chlamydia,Calaveras,2005,Male,,22346,,,,s
Chlamydia,Calaveras,2005,Total,43,44773,96.0,69.5,129.3,
Chlamydia,Calaveras,2006,Female,,22693,,,,s
Chlamydia,Calaveras,2006,Male,,22623,,,,s
Chlamydia,Calaveras,2006,Total,31,45316,68.4,46.5,97.1,
Chlamydia,Calaveras,2007,Female,,22842,,,,s
Chlamydia,Calaveras,2007,Male,,22796,,,,s
Chlamydia,Calaveras,2007,Total,32,45638,70.1,48.0,99.0,
Chlamydia,Calaveras,2008,Female,25,22864,109.3,70.8,161.4,
Chlamydia,Calaveras,2008,Male,12,22838,52.5,27.2,91.8,
Chlamydia,Calaveras,2008,Total,37,45702,81.0,57.0,111.6,
Chlamydia,Calaveras,2009,Female,33,22797,144.8,99.7,203.2,
Chlamydia,Calaveras,2009,Male,12,22765,52.7,27.2,92.1,
Chlamydia,Calaveras,2009,Total,45,45562,98.8,72.1,132.1,
Chlamydia,Calaveras,2010,Female,,22732,,,,s
Chlamydia,Calaveras,2010,Male,,22833,,,,s
Chlamydia,Calaveras,2010,Total,48,45565,105.3,77.7,139.6,
Chlamydia,Calaveras,2011,Female,48,22707,211.4,155.9,280.2,
Chlamydia,Calaveras,2011,Male,19,22812,83.3,50.2,130.0,
Chlamydia,Calaveras,2011,Total,67,45519,147.2,114.1,186.9,
Chlamydia,Calaveras,2012,Female,59,22731,259.6,197.6,334.7,
Chlamydia,Calaveras,2012,Male,24,22781,105.4,67.5,156.7,
Chlamydia,Calaveras,2012,Total,83,45512,182.4,145.3,226.0,
Chlamydia,Calaveras,2013,Female,,22653,,,,s
Chlamydia,Calaveras,2013,Male,,22776,,,,s
Chlamydia,Calaveras,2013,Total,73,45429,160.7,126.0,202.0,
Chlamydia,Calaveras,2014,Female,47,22681,207.2,152.3,275.5,
Chlamydia,Calaveras,2014,Male,19,22742,83.5,50.3,130.4,
Chlamydia,Calaveras,2014,Total,66,45423,145.3,112.4,184.8,
Chlamydia,Calaveras,2015,Female,46,22700,202.6,148.4,270.2,
Chlamydia,Calaveras,2015,Male,16,22714,70.4,40.3,114.4,
Chlamydia,Calaveras,2015,Total,62,45414,136.5,104.7,175.0,
Chlamydia,Calaveras,2016,Female,55,22698,242.3,182.6,315.3,
Chlamydia,Calaveras,2016,Male,30,22667,132.4,89.3,188.9,
Chlamydia,Calaveras,2016,Total,86,45365,189.6,151.7,234.1,
Chlamydia,Calaveras,2017,Female,50,22724,220.0,163.4,290.0,
Chlamydia,Calaveras,2017,Male,24,22630,106.1,68.0,157.8,
Chlamydia,Calaveras,2017,Total,75,45354,165.4,130.1,207.2,
Chlamydia,Calaveras,2018,Female,76,22759,333.9,263.2,417.8,
Chlamydia,Calaveras,2018,Male,42,22606,185.8,133.9,251.1,
Chlamydia,Calaveras,2018,Total,119,45365,262.3,217.4,313.8,
Chlamydia,Calaveras,2019,Female,65,22736,285.9,220.7,364.2,
Chlamydia,Calaveras,2019,Male,36,22549,159.7,111.8,221.0,
Chlamydia,Calaveras,2019,Total,101,45285,223.0,181.7,270.9,
Chlamydia,Calaveras,2020,Female,,22742,,,,s
Chlamydia,Calaveras,2020,Male,,22535,,,,s
Chlamydia,Calaveras,2020,Total,6,45277,13.3,4.9,28.8,*
Chlamydia,Colusa,2001,Female,,9370,,,,s
Chlamydia,Colusa,2001,Male,,9698,,,,s
Chlamydia,Colusa,2001,Total,31,19068,162.6,110.5,230.7,
Chlamydia,Colusa,2002,Female,,9515,,,,s
Chlamydia,Colusa,2002,Male,,9876,,,,s
Chlamydia,Colusa,2002,Total,31,19391,159.9,108.6,226.8,
Chlamydia,Colusa,2003,Female,,9661,,,,s
Chlamydia,Colusa,2003,Male,,10024,,,,s
Chlamydia,Colusa,2003,Total,16,19685,81.3,46.5,132.0,
Chlamydia,Colusa,2004,Female,,9891,,,,s
Chlamydia,Colusa,2004,Male,,10293,,,,s
Chlamydia,Colusa,2004,Total,32,20184,158.5,108.5,223.7,
Chlamydia,Colusa,2005,Female,,10072,,,,s
Chlamydia,Colusa,2005,Male,,10493,,,,s
Chlamydia,Colusa,2005,Total,32,20565,155.6,106.5,219.6,
Chlamydia,Colusa,2006,Female,,10228,,,,s
Chlamydia,Colusa,2006,Male,,10665,,,,s
Chlamydia,Colusa,2006,Total,47,20893,225.0,165.3,299.0,
Chlamydia,Colusa,2007,Female,,10337,,,,s
Chlamydia,Colusa,2007,Male,,10782,,,,s
Chlamydia,Colusa,2007,Total,25,21119,118.4,76.6,174.7,
Chlamydia,Colusa,2008,Female,,10363,,,,s
Chlamydia,Colusa,2008,Male,,10809,,,,s
Chlamydia,Colusa,2008,Total,22,21172,103.9,65.1,157.3,
Chlamydia,Colusa,2009,Female,,10373,,,,s
Chlamydia,Colusa,2009,Male,,10897,,,,s
Chlamydia,Colusa,2009,Total,22,21270,103.4,64.8,156.6,
Chlamydia,Colusa,2010,Female,,10310,,,,s
Chlamydia,Colusa,2010,Male,,11012,,,,s
Chlamydia,Colusa,2010,Total,31,21322,145.4,98.8,206.3,
Chlamydia,Colusa,2011,Female,,10376,,,,s
Chlamydia,Colusa,2011,Male,,10980,,,,s
Chlamydia,Colusa,2011,Total,24,21356,112.4,72.0,167.2,
Chlamydia,Colusa,2012,Female,26,10406,249.9,163.3,365.9,
Chlamydia,Colusa,2012,Male,11,11000,100.0,49.9,178.9,*
Chlamydia,Colusa,2012,Total,38,21406,177.5,125.7,243.6,
Chlamydia,Colusa,2013,Female,,10416,,,,s
Chlamydia,Colusa,2013,Male,,11048,,,,s
Chlamydia,Colusa,2013,Total,23,21464,107.2,67.9,160.7,
Chlamydia,Colusa,2014,Female,25,10388,240.7,155.8,355.1,
Chlamydia,Colusa,2014,Male,12,11026,108.8,56.2,190.0,
Chlamydia,Colusa,2014,Total,37,21414,172.8,121.7,238.1,
Chlamydia,Colusa,2015,Female,40,10421,383.8,274.4,522.3,
Chlamydia,Colusa,2015,Male,20,11034,181.3,110.8,279.8,
Chlamydia,Colusa,2015,Total,60,21455,279.7,213.5,359.8,
Chlamydia,Colusa,2016,Female,56,10510,532.8,402.7,691.4,
Chlamydia,Colusa,2016,Male,14,11167,125.4,68.6,210.3,
Chlamydia,Colusa,2016,Total,70,21677,322.9,251.8,407.8,
